,No of Bedrooms,No of Bathrooms,Lot Area (in Sqft),No of Floors,No_of_Times_Visited,Condition_of_the_House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),no_of_years(house sold),house_is,Zipcode_table_Zipcode_2,Zipcode_table_Zipcode_3,Zipcode_table_Zipcode_4,Zipcode_table_Zipcode_5,Zipcode_table_Zipcode_6,Zipcode_table_Zipcode_7,Zipcode_table_Zipcode_8,Zipcode_table_Zipcode_9,Zipcode_table_Zipcode_10,sale_price
1461,4,2.0,3840.0,1.0,0,2,6,960.0,600,94,0,-122.365,1560.0,4800,5,2,0,0,0,0,1,0,0,0,0,459000.0
1462,3,1.0,10620.0,1.5,0,2,7,1090.0,0,59,0,-122.294,1380.0,10620,6,2,0,0,0,0,0,0,0,0,0,140000.0
1463,2,1.0,4284.0,1.0,0,2,7,970.0,0,113,0,-122.333,2050.0,4284,5,2,0,0,0,0,1,0,0,0,0,495000.0
1464,3,3.25,5283.0,2.0,0,2,9,3190.0,0,11,0,-122.002,2950.0,5198,5,1,0,0,0,0,0,1,0,0,0,757000.0
1465,3,3.25,5283.0,2.0,0,2,9,3190.0,0,11,0,-122.002,2950.0,5198,6,1,0,0,0,0,0,1,0,0,0,765000.0
1466,4,1.5,6052.0,1.0,0,2,7,1890.0,0,63,0,-122.3,1510.0,6072,5,2,0,0,1,0,0,0,0,0,0,359000.0
1467,3,1.0,7500.0,1.0,0,2,6,1050.0,0,118,0,-122.396,1380.0,7500,5,2,0,0,0,0,1,0,0,0,0,440000.0
1468,4,1.5,7200.0,1.0,0,2,7,1140.0,250,53,0,-122.332,1630.0,7702,5,2,0,1,0,0,0,0,0,0,0,400000.0
1469,3,2.0,4080.0,1.0,0,2,7,850.0,850,77,0,-122.393,1480.0,5100,6,2,0,0,0,0,1,0,0,0,0,652000.0
1470,3,1.75,5850.0,1.0,0,2,7,1050.0,0,38,0,-122.358,1220.0,8880,5,1,0,0,1,0,0,0,0,0,0,260000.0
1471,5,3.0,10796.0,1.0,2,2,9,2120.0,1220,54,1990,-122.229,3290.0,12955,6,2,0,0,0,0,0,0,0,0,1,806525.0
1472,4,2.0,17859.0,1.0,0,2,6,1540.0,0,54,0,-122.032,1390.0,9688,6,2,0,0,0,0,1,0,0,0,0,519500.0
1473,3,1.0,5992.0,1.5,0,2,7,1560.0,150,90,0,-122.354,1240.0,3001,5,2,0,0,0,0,1,0,0,0,0,650000.0
1474,4,2.25,8075.0,2.0,0,2,8,2100.0,0,40,0,-122.329,2100.0,7464,6,1,1,0,0,0,0,0,0,0,0,280000.0
1475,4,1.75,7980.0,1.0,0,2,8,1730.0,0,53,0,-122.138,2080.0,8400,5,2,0,0,0,0,0,1,0,0,0,515000.0
1476,3,2.25,2692.0,2.0,0,2,7,1500.0,0,32,0,-122.203,1470.0,2418,6,1,0,0,0,1,0,0,0,0,0,400000.0
1477,3,2.5,5017.0,2.0,0,2,9,2380.0,0,15,0,-122.021,2670.0,6066,6,1,0,0,0,0,0,0,1,0,0,652100.0
1478,6,3.0,7956.0,2.0,0,2,7,2180.0,0,38,0,-122.305,2214.0,7684,5,1,1,0,0,0,0,0,0,0,0,235000.0
1479,4,1.5,10080.0,2.0,0,2,8,1840.0,0,111,0,-122.279,1830.0,5040,6,2,0,1,0,0,0,0,0,0,0,701000.0
1480,4,2.5,9594.0,2.0,0,2,9,2341.0,0,21,0,-122.115,2850.0,9421,5,1,0,0,0,0,0,1,0,0,0,640000.0
1481,3,2.5,4584.0,2.0,0,2,7,1690.0,0,16,0,-122.043,1600.0,3164,5,1,0,0,0,0,0,1,0,0,0,455800.0
1482,3,2.5,21937.0,2.0,0,2,8,2490.0,0,25,0,-121.898,2450.0,21937,5,1,0,0,1,0,0,0,0,0,0,504750.0
1483,3,3.0,15540.0,2.0,0,2,9,2440.0,0,26,0,-122.06,2440.0,15283,5,1,0,0,0,0,0,0,1,0,0,483000.0
1484,3,0.75,20412.0,1.0,2,3,6,920.0,0,68,0,-122.49,1162.0,54705,5,2,0,0,0,1,0,0,0,0,0,530000.0
1485,2,1.0,8786.0,1.0,0,2,6,1030.0,0,62,0,-122.341,1480.0,8121,5,2,1,0,0,0,0,0,0,0,0,250000.0
1486,5,2.75,5885.0,1.0,0,2,7,1260.0,740,24,0,-122.347,1960.0,6514,5,1,0,0,0,0,0,0,0,0,0,229950.0
1487,4,3.5,9414.0,2.0,0,2,9,4210.0,0,17,0,-122.022,3950.0,8880,5,1,0,0,0,0,0,0,1,0,0,806525.0
1488,3,1.5,9964.0,1.0,0,2,7,1080.0,530,41,0,-122.143,1610.0,9964,6,1,0,0,0,0,0,1,0,0,0,514000.0
1489,3,2.25,35015.0,1.0,0,2,8,1430.0,480,41,0,-122.006,2340.0,36680,6,1,0,0,0,0,1,0,0,0,0,532000.0
1490,4,2.5,5539.0,2.0,0,2,8,2660.0,0,14,0,-122.162,2380.0,5539,5,1,0,0,0,1,0,0,0,0,0,423000.0
1491,2,1.0,4025.0,1.0,2,3,6,820.0,0,96,0,-122.38,1410.0,5750,5,2,0,0,1,0,0,0,0,0,0,420000.0
1492,3,1.75,18250.0,1.0,0,2,8,1730.0,0,30,0,-122.201,2180.0,10027,5,1,0,0,0,1,0,0,0,0,0,521000.0
1493,4,2.25,7490.0,2.0,0,2,8,2360.0,0,39,0,-122.169,2360.0,7490,6,1,0,0,0,0,0,0,1,0,0,577000.0
1494,3,1.0,8040.0,1.0,0,2,7,970.0,0,62,0,-122.132,1250.0,7000,5,2,0,0,0,0,0,1,0,0,0,425000.0
1495,4,2.5,4862.0,2.0,0,2,8,2460.0,0,14,0,-122.235,2900.0,4895,5,1,0,0,1,0,0,0,0,0,0,495000.0
1496,3,2.5,8577.0,2.0,0,2,9,2690.0,0,31,0,-122.351,2570.0,8066,5,1,0,0,0,0,0,0,0,0,0,340000.0
1497,3,3.5,1991.0,2.0,0,2,8,1430.0,390,4,0,-122.298,1550.0,1460,5,0,0,0,0,1,0,0,0,0,0,499950.0
1498,4,3.0,4750.0,2.0,2,2,9,2370.0,1100,4,0,-122.386,2420.0,4761,6,0,0,0,0,0,1,0,0,0,0,806525.0
1499,4,2.75,7634.0,1.0,2,3,8,2110.0,1260,41,0,-122.204,2460.0,7634,6,1,0,0,1,0,0,0,0,0,0,720000.0
1500,3,1.5,8247.0,1.0,0,2,7,1010.0,690,48,0,-122.174,1440.0,8400,6,1,1,0,0,0,0,0,0,0,0,249000.0
1501,3,1.0,11070.0,1.0,0,2,7,1340.0,0,40,0,-122.178,1650.0,7630,5,1,1,0,0,0,0,0,0,0,0,206135.0
1502,5,2.75,9276.0,2.0,0,2,7,2000.0,0,50,0,-122.19,1240.0,8270,5,1,1,0,0,0,0,0,0,0,0,300000.0
1503,6,3.0,14040.0,1.5,3,2,8,2460.0,1380,69,0,-122.241,2170.0,6765,6,2,1,0,0,0,0,0,0,0,0,612000.0
1504,5,2.5,27311.0,2.0,2,2,10,3890.0,0,68,1990,-122.363,3160.0,22641,5,2,0,0,0,0,1,0,0,0,0,806525.0
1505,4,2.0,9100.0,1.5,0,2,7,1220.0,0,48,0,-122.376,1160.0,7700,6,1,0,0,0,0,0,0,0,0,0,230000.0
1506,3,1.0,4600.0,1.0,2,2,8,1250.0,1030,82,0,-122.372,1910.0,4000,6,2,0,0,0,0,0,0,1,0,0,806525.0
1507,4,2.5,7000.0,1.0,0,2,7,1940.0,830,39,0,-122.256,2140.0,7684,5,1,0,0,0,0,0,0,0,0,0,355000.0
1508,4,2.5,7253.0,2.0,0,2,9,2520.0,0,28,0,-122.159,2570.0,8359,5,1,0,0,0,1,0,0,0,0,0,442000.0
1509,4,3.0,5000.0,2.0,0,2,8,3060.0,0,17,0,-122.126,3060.0,5668,5,1,1,0,0,0,0,0,0,0,0,399000.0
1510,4,2.5,7115.0,2.0,0,2,9,2390.0,0,19,0,-122.222,2600.0,7916,5,1,1,0,0,0,0,0,0,0,0,360000.0
1511,3,1.75,7725.0,1.0,0,2,8,1320.0,0,40,0,-122.133,2020.0,7210,6,1,0,1,0,0,0,0,0,0,0,390000.0
1512,5,2.5,8711.0,1.0,0,2,8,1650.0,1250,41,0,-122.197,2340.0,8869,6,1,0,0,0,1,0,0,0,0,0,413000.0
1513,2,1.0,9500.0,1.0,0,2,6,700.0,0,67,0,-122.276,1020.0,5617,6,2,0,1,0,0,0,0,0,0,0,190000.0
1514,3,2.5,9226.0,2.0,0,2,8,2210.0,0,20,0,-121.782,2430.0,8902,5,1,0,0,1,0,0,0,0,0,0,432900.0
1515,3,2.25,7741.0,2.0,0,2,9,2180.0,0,32,0,-122.072,2300.0,8581,5,1,0,0,0,0,0,0,1,0,0,621138.0
1516,3,2.25,4252.0,1.5,0,2,7,1550.0,530,15,0,-122.157,2080.0,2275,5,1,1,0,0,0,0,0,0,0,0,270000.0
1517,4,2.25,35040.0,1.0,0,2,8,1490.0,600,38,0,-122.032,2910.0,21132,6,1,0,0,0,0,0,0,0,1,0,610000.0
1518,3,2.0,5525.0,1.0,2,3,7,960.0,760,77,0,-122.298,1760.0,5525,5,2,0,1,0,0,0,0,0,0,0,500000.0
1519,4,2.25,40635.0,1.0,0,3,8,2460.0,0,50,0,-122.032,2250.0,40635,5,1,0,0,0,0,0,1,0,0,0,715000.0
1520,3,1.5,14821.0,1.0,0,2,7,1470.0,0,60,0,-122.148,1760.0,15370,5,2,1,0,0,0,0,0,0,0,0,264000.0
1521,3,1.75,3200.0,1.5,0,2,8,1650.0,0,117,0,-122.317,1500.0,2400,5,2,0,0,0,0,0,0,1,0,0,550000.0
1522,3,2.0,9087.0,1.0,0,2,8,1690.0,0,21,0,-122.108,2090.0,8100,5,1,1,0,0,0,0,0,0,0,0,337000.0
1523,3,1.0,8710.0,1.0,0,2,6,970.0,0,56,0,-122.302,1280.0,11805,6,2,1,0,0,0,0,0,0,0,0,170000.0
1524,4,2.5,9095.0,1.0,0,2,7,1130.0,900,46,0,-122.185,1940.0,8000,5,1,0,0,0,1,0,0,0,0,0,405000.0
1525,4,2.5,28563.0,1.0,0,2,10,2540.0,0,34,0,-122.114,2790.0,20301,5,1,0,0,0,0,0,1,0,0,0,775000.0
1526,3,2.25,7475.0,1.0,0,2,7,1200.0,370,35,0,-122.174,1700.0,7230,5,1,0,0,0,1,0,0,0,0,0,425000.0
1527,5,2.75,9242.0,2.0,2,2,8,1720.0,860,51,0,-122.133,2240.0,9316,5,2,0,0,0,0,0,1,0,0,0,713000.0
1528,5,2.5,8712.0,1.0,0,2,8,1420.0,670,52,0,-122.127,2490.0,8712,5,2,0,0,0,0,1,0,0,0,0,555000.0
1529,4,2.5,5608.0,2.0,0,2,9,3260.0,0,15,0,-121.995,3010.0,5608,6,1,0,0,0,0,0,1,0,0,0,806525.0
1530,4,3.75,41263.0,2.0,0,2,10,3830.0,0,28,0,-122.042,5600.0,56568,5,1,0,0,0,0,0,1,0,0,0,806525.0
1531,3,3.5,6150.0,2.0,2,3,8,1530.0,600,110,0,-122.405,2040.0,5381,5,2,0,0,0,0,0,0,1,0,0,806525.0
1532,3,2.5,1200.0,2.0,0,2,8,1410.0,280,5,0,-122.367,1690.0,1760,6,0,1,0,0,0,0,0,0,0,0,409900.0
1533,2,2.5,2067.0,2.0,0,3,9,1780.0,0,44,0,-122.21,2320.0,2067,5,1,0,0,0,0,0,0,0,0,1,806525.0
1534,4,1.75,7560.0,1.0,3,2,7,1380.0,240,71,0,-122.4,2170.0,8650,6,2,0,0,0,0,1,0,0,0,0,657500.0
1535,6,3.75,6105.0,2.0,0,2,9,3280.0,930,10,0,-122.157,3820.0,6368,6,0,0,0,0,1,0,0,0,0,0,806525.0
1536,5,3.25,7095.0,2.5,0,2,9,2980.0,0,20,2007,-122.294,1670.0,7140,6,1,0,0,0,0,0,1,0,0,0,806525.0
1537,3,2.0,9000.0,1.0,0,2,8,1490.0,0,41,0,-122.184,2190.0,9000,6,1,0,0,0,0,0,0,1,0,0,391000.0
1538,4,2.5,9825.0,2.0,0,2,8,2110.0,0,18,0,-122.153,1650.0,9900,5,1,0,0,0,1,0,0,0,0,0,420000.0
1539,6,3.5,32670.0,2.0,0,2,10,5153.0,1410,16,0,-122.157,2610.0,22651,5,1,0,0,0,0,0,0,0,1,0,806525.0
1540,3,1.5,16800.0,1.0,0,3,8,1510.0,0,62,0,-122.338,1560.0,7276,6,2,0,1,0,0,0,0,0,0,0,415000.0
1541,3,1.75,9425.0,1.0,0,2,8,1590.0,240,72,0,-122.379,1670.0,8430,6,2,1,0,0,0,0,0,0,0,0,350000.0
1542,2,1.0,1820.0,2.0,0,2,7,830.0,400,70,0,-122.401,1660.0,3056,5,2,0,0,0,0,1,0,0,0,0,375000.0
1543,3,1.75,14135.0,1.0,2,3,8,1300.0,880,71,0,-122.187,3540.0,10318,5,2,0,0,0,0,0,0,1,0,0,806525.0
1544,4,2.25,8872.0,1.0,0,2,8,1110.0,1110,57,0,-122.17,2220.0,9106,5,2,0,0,0,0,0,0,1,0,0,495000.0
1545,4,2.25,8400.0,1.0,0,2,7,1730.0,0,56,0,-122.288,1550.0,7920,6,2,0,0,0,0,0,0,0,0,0,250000.0
1546,4,2.25,21312.0,1.0,0,2,8,1990.0,0,50,0,-122.144,2400.0,19210,5,1,0,1,0,0,0,0,0,0,0,365000.0
1547,3,2.75,6760.0,1.0,0,3,7,1210.0,330,38,0,-122.212,1540.0,7416,5,1,0,0,0,1,0,0,0,0,0,503000.0
1548,2,1.0,7200.0,1.0,0,2,6,1100.0,0,74,0,-122.172,1390.0,7200,6,2,0,1,0,0,0,0,0,0,0,150000.0
1549,4,1.75,1480.0,1.0,0,2,7,820.0,820,106,0,-122.314,1420.0,2342,5,2,0,0,0,0,0,0,1,0,0,450000.0
1550,4,3.0,7213.0,2.0,0,2,8,2590.0,0,17,0,-122.289,2550.0,6800,5,1,0,0,0,0,0,0,0,0,0,355000.0
1551,3,2.0,9333.0,2.0,0,2,7,1450.0,0,46,0,-122.315,1910.0,7701,5,1,1,0,0,0,0,0,0,0,0,245000.0
1552,3,2.0,7793.0,1.0,0,2,7,1180.0,0,26,0,-122.181,1720.0,7793,5,1,1,0,0,0,0,0,0,0,0,265900.0
1553,4,2.5,7575.0,1.0,0,2,7,1220.0,600,43,0,-122.167,1840.0,7650,5,1,0,1,0,0,0,0,0,0,0,299000.0
1554,4,2.25,11523.0,2.0,0,2,10,2360.0,0,50,0,-122.224,2850.0,11362,6,1,0,0,0,0,0,0,0,0,1,806525.0
1555,3,1.0,7250.0,1.0,0,2,7,1120.0,0,46,0,-122.211,1340.0,7302,5,1,0,0,0,1,0,0,0,0,0,343000.0
1556,3,2.25,7364.0,2.0,0,2,7,1646.0,0,24,0,-122.037,1975.0,9161,5,1,0,1,0,0,0,0,0,0,0,307500.0
1557,5,3.75,14599.0,2.0,3,2,10,4210.0,0,14,0,-121.858,3950.0,13591,6,1,0,0,0,1,0,0,0,0,0,806525.0
1558,3,3.0,45302.0,1.0,0,2,8,1620.0,860,42,0,-122.073,1260.0,14100,5,1,0,0,0,0,0,1,0,0,0,610000.0
1559,3,1.5,7080.0,1.0,2,2,8,1310.0,280,66,0,-122.386,2080.0,7200,5,2,0,0,0,0,1,0,0,0,0,720000.0
1560,4,2.0,2620.0,1.5,0,3,7,1650.0,480,99,0,-122.346,1330.0,2719,5,2,0,0,0,0,1,0,0,0,0,610000.0
1561,3,1.75,7965.0,1.0,0,2,7,1650.0,0,51,0,-122.193,1560.0,7350,6,2,0,0,0,1,0,0,0,0,0,434500.0
1562,2,2.5,47044.0,1.0,0,2,10,2250.0,840,39,0,-122.177,1860.0,62829,6,1,0,1,0,0,0,0,0,0,0,602500.0
1563,4,2.5,4000.0,2.0,0,2,8,1700.0,480,16,0,-122.269,2180.0,4000,5,1,0,1,0,0,0,0,0,0,0,607010.0
1564,3,1.0,5750.0,1.0,0,2,7,1040.0,760,71,0,-122.395,1320.0,5625,6,2,0,0,0,0,1,0,0,0,0,610000.0
1565,4,2.5,35000.0,2.0,0,2,10,3720.0,0,35,0,-122.13,3720.0,35000,5,1,0,0,0,0,1,0,0,0,0,806525.0
1566,3,1.0,8560.0,1.0,0,2,6,1100.0,0,57,0,-122.338,1120.0,8470,5,2,0,0,0,0,0,0,0,0,0,199990.0
1567,3,1.75,9362.0,1.0,0,2,7,1530.0,0,31,0,-122.049,1480.0,8125,6,1,0,1,0,0,0,0,0,0,0,294000.0
1568,4,2.5,6100.0,2.0,0,2,9,3010.0,0,13,0,-122.08,2890.0,5176,5,1,0,0,0,0,0,1,0,0,0,789500.0
1569,3,3.5,9473.0,2.0,0,2,10,3500.0,0,10,0,-121.972,3510.0,7833,6,0,0,0,0,0,0,0,0,1,0,797000.0
1570,5,3.0,5250.0,2.0,0,2,7,3100.0,0,12,0,-121.888,2460.0,5250,5,1,0,0,0,1,0,0,0,0,0,539950.0
1571,4,1.5,6778.0,1.0,0,2,7,1170.0,830,56,0,-122.311,1940.0,7531,6,2,1,0,0,0,0,0,0,0,0,284950.0
1572,4,1.5,10372.0,1.0,0,2,7,1510.0,780,53,1987,-122.199,1900.0,8109,6,2,0,0,0,0,0,0,1,0,0,776500.0
1573,4,2.5,10070.0,1.0,0,2,7,1510.0,890,51,0,-122.24,2030.0,9964,6,2,0,0,0,1,0,0,0,0,0,525000.0
1574,3,2.5,4957.0,2.0,0,2,8,1850.0,0,19,0,-122.17,2400.0,6367,6,1,1,0,0,0,0,0,0,0,0,303000.0
1575,3,3.25,7650.0,2.0,0,2,9,2340.0,1340,30,0,-122.033,2280.0,8515,6,1,0,0,0,0,0,0,1,0,0,722080.0
1576,3,1.0,7473.0,1.0,0,2,7,1060.0,0,59,0,-122.309,1320.0,7912,5,2,1,0,0,0,0,0,0,0,0,140000.0
1577,3,1.0,7473.0,1.0,0,2,7,1060.0,0,59,0,-122.309,1320.0,7912,6,2,1,0,0,0,0,0,0,0,0,235000.0
1578,3,1.0,5500.0,1.5,0,2,7,1610.0,0,115,1973,-122.351,1200.0,5701,5,2,0,0,0,0,1,0,0,0,0,440000.0
1579,3,1.75,6000.0,1.5,0,2,7,1630.0,700,78,0,-122.378,1600.0,4000,5,2,0,0,1,0,0,0,0,0,0,605000.0
1580,2,1.0,4800.0,1.0,0,2,8,1060.0,150,68,0,-122.316,1380.0,4800,5,2,0,1,0,0,0,0,0,0,0,380000.0
1581,4,1.0,8890.0,1.0,0,2,7,980.0,550,93,0,-122.35,1100.0,5203,5,2,1,0,0,0,0,0,0,0,0,352000.0
1582,4,2.25,12000.0,1.0,0,2,7,1360.0,910,39,0,-122.148,2500.0,10120,6,1,0,0,0,0,1,0,0,0,0,420000.0
1583,4,2.0,7220.0,2.0,2,2,10,2590.0,0,88,0,-122.41,2530.0,6380,6,2,0,0,0,0,0,0,1,0,0,806525.0
1584,3,1.5,10572.0,1.0,0,2,8,1850.0,0,65,0,-122.208,3030.0,12752,5,2,0,0,0,0,0,0,0,0,1,806525.0
1585,3,1.5,14750.0,1.5,0,2,6,1500.0,0,85,0,-122.318,1270.0,15100,5,2,0,0,0,0,0,0,0,0,0,300000.0
1586,4,3.25,49091.0,2.0,0,2,10,4740.0,0,28,0,-122.071,4800.0,42387,5,1,0,0,0,0,0,1,0,0,0,806525.0
1587,2,1.5,4189.0,1.0,1,3,7,1160.0,550,67,0,-122.383,1530.0,5608,5,2,0,0,0,0,1,0,0,0,0,453500.0
1588,3,2.0,7598.0,1.0,0,2,8,1920.0,0,46,0,-122.363,2220.0,7598,5,1,0,0,0,0,1,0,0,0,0,443500.0
1589,2,1.0,8138.0,1.0,0,2,7,1150.0,0,64,0,-122.325,1300.0,8139,6,2,0,1,0,0,0,0,0,0,0,332000.0
1590,3,2.5,4721.0,2.0,0,2,8,2320.0,0,14,0,-122.017,2250.0,4356,6,1,0,0,0,0,0,0,0,1,0,655000.0
1591,4,1.0,6000.0,1.5,0,2,7,1420.0,0,68,0,-122.302,1420.0,6180,5,2,0,0,0,0,0,1,0,0,0,475000.0
1592,3,1.75,12956.0,1.0,0,2,7,1210.0,340,30,0,-121.752,1630.0,15360,5,1,0,0,1,0,0,0,0,0,0,372500.0
1593,4,2.5,7200.0,1.0,3,2,8,1470.0,1450,97,2006,-122.288,3210.0,6825,5,2,0,0,0,1,0,0,0,0,0,806525.0
1594,3,1.75,4200.0,1.0,0,3,7,830.0,790,73,0,-122.285,1580.0,5000,5,2,0,0,0,0,0,1,0,0,0,500000.0
1595,6,2.75,24773.0,1.5,0,2,9,2300.0,0,68,1985,-122.242,2720.0,11740,5,2,0,0,0,0,0,0,0,0,1,806525.0
1596,3,1.0,7140.0,1.0,0,2,7,1070.0,0,29,0,-122.288,1390.0,2374,5,1,0,1,0,0,0,0,0,0,0,327500.0
1597,3,1.75,7123.0,1.0,0,2,7,1790.0,0,105,1995,-121.981,1660.0,8128,6,2,0,0,1,0,0,0,0,0,0,390000.0
1598,2,1.5,1962.0,2.0,0,2,8,1510.0,0,33,0,-122.153,1510.0,2182,6,1,0,0,0,0,0,1,0,0,0,451101.0
1599,4,1.0,5800.0,1.5,2,2,7,1340.0,0,104,0,-122.389,1900.0,5800,5,2,0,0,0,0,1,0,0,0,0,455000.0
1600,4,2.5,46748.0,2.0,0,2,10,3350.0,0,14,0,-122.025,3350.0,39683,5,1,0,0,1,0,0,0,0,0,0,650000.0
1601,3,2.5,7746.0,2.0,0,2,10,1910.0,590,25,0,-122.311,2480.0,5099,5,1,0,0,0,0,0,0,0,1,0,806525.0
1602,4,2.25,10664.0,1.0,1,1,7,1510.0,840,66,0,-122.238,2350.0,10140,6,2,0,0,0,0,0,0,0,0,1,800000.0
1603,4,2.25,12918.0,2.0,0,2,9,2550.0,0,31,0,-122.109,2550.0,11036,5,1,0,0,0,0,0,0,1,0,0,703770.0
1604,3,1.75,10454.0,1.0,0,2,7,1320.0,0,50,0,-122.216,1680.0,10183,5,1,0,0,0,0,0,0,0,0,0,249950.0
1605,2,2.0,3881.0,1.0,0,2,6,610.0,660,92,0,-122.298,1370.0,5000,6,2,0,0,0,0,0,0,1,0,0,512000.0
1606,5,2.5,74052.0,1.0,0,2,8,1980.0,1500,46,0,-122.063,2610.0,65775,6,1,0,0,0,0,1,0,0,0,0,780000.0
1607,3,2.25,11625.0,2.0,0,2,8,2820.0,0,32,0,-122.218,2290.0,8488,5,1,1,0,0,0,0,0,0,0,0,336000.0
1608,3,2.0,6900.0,1.5,0,3,6,1220.0,890,63,0,-122.26,1350.0,7683,5,2,1,0,0,0,0,0,0,0,0,285000.0
1609,3,1.75,7224.0,1.0,0,2,7,1100.0,0,37,0,-122.277,1700.0,8447,5,1,0,0,0,0,0,0,0,0,0,229900.0
1610,4,3.0,4000.0,1.5,0,2,8,1540.0,380,87,0,-122.385,1660.0,4000,6,2,0,0,0,0,1,0,0,0,0,667500.0
1611,4,2.5,12236.0,1.0,0,2,7,1230.0,660,40,0,-121.78,1390.0,11360,5,1,0,0,1,0,0,0,0,0,0,378000.0
1612,3,2.5,43733.0,2.0,0,2,8,1530.0,1000,27,0,-121.708,1730.0,43548,5,1,0,0,1,0,0,0,0,0,0,454000.0
1613,4,2.5,4630.0,2.0,0,2,7,2550.0,0,13,0,-122.004,2550.0,5151,5,1,0,0,0,0,0,0,0,1,0,537500.0
1614,3,1.0,4160.0,1.5,0,2,6,1550.0,0,92,0,-122.265,1590.0,5000,5,2,0,1,0,0,0,0,0,0,0,425000.0
1615,3,2.0,6600.0,1.0,0,2,7,1760.0,0,20,0,-122.184,2590.0,6600,5,1,1,0,0,0,0,0,0,0,0,290000.0
1616,3,2.0,3600.0,1.0,0,2,7,1270.0,0,55,0,-122.297,1660.0,3600,5,2,0,0,0,0,0,1,0,0,0,349500.0
1617,3,2.75,1655.0,2.0,0,2,7,830.0,420,12,0,-122.382,1520.0,3001,5,1,0,0,0,0,1,0,0,0,0,370000.0
1618,3,1.75,8438.0,1.0,0,2,8,1620.0,0,57,0,-122.281,2040.0,9450,6,2,0,0,1,0,0,0,0,0,0,549500.0
1619,2,1.0,6322.0,1.0,0,2,6,710.0,0,76,0,-122.376,740.0,6720,6,2,0,0,1,0,0,0,0,0,0,245000.0
1620,3,1.75,7200.0,1.0,0,2,7,1070.0,0,24,0,-122.023,1480.0,7200,5,1,0,0,1,0,0,0,0,0,0,208000.0
1621,4,2.25,8760.0,1.0,0,2,8,1160.0,1160,52,0,-122.285,1970.0,8690,5,2,0,0,0,0,0,0,0,0,0,248000.0
1622,4,3.25,37058.0,1.5,0,3,9,5450.0,0,34,0,-122.087,2800.0,35716,5,1,1,0,0,0,0,0,0,0,0,610000.0
1623,4,2.5,5116.0,2.0,0,2,8,1670.0,0,19,0,-122.33,1910.0,7210,6,1,0,1,0,0,0,0,0,0,0,550000.0
1624,3,2.75,206910.0,2.0,2,2,10,3010.0,0,17,0,-121.721,1580.0,120675,5,1,0,0,1,0,0,0,0,0,0,750000.0
1625,2,1.75,7380.0,1.0,0,2,6,1340.0,0,78,0,-122.229,1980.0,9600,5,2,1,0,0,0,0,0,0,0,0,192000.0
1626,2,1.0,4000.0,1.0,2,2,7,790.0,0,110,0,-122.301,1700.0,4200,6,2,0,0,0,0,0,0,0,1,0,169317.0
1627,4,3.5,3850.0,2.5,0,2,10,2790.0,610,10,0,-122.302,2030.0,4000,5,0,0,0,0,0,0,0,0,1,0,806525.0
1628,2,1.0,6350.0,1.5,0,2,7,1530.0,0,95,0,-122.303,2640.0,6350,5,2,0,0,0,0,0,0,0,1,0,806525.0
1629,1,1.0,7129.0,1.0,0,2,6,930.0,0,70,0,-122.333,1300.0,8075,5,2,0,1,0,0,0,0,0,0,0,210000.0
1630,3,1.5,9800.0,1.0,0,2,7,1010.0,530,45,0,-122.184,1600.0,8250,6,1,0,1,0,0,0,0,0,0,0,180500.0
1631,4,2.0,29078.0,2.0,0,2,9,1990.0,0,34,0,-122.057,2310.0,28353,5,1,0,0,0,0,0,0,1,0,0,540000.0
1632,3,1.75,35722.0,1.0,0,2,9,2300.0,0,34,0,-122.112,2600.0,34798,5,1,0,0,0,0,1,0,0,0,0,520000.0
1633,3,1.5,6000.0,1.0,0,2,7,1220.0,0,50,0,-122.222,1660.0,6000,5,1,1,0,0,0,0,0,0,0,0,177500.0
1634,3,1.75,5650.0,1.0,2,2,8,1190.0,1190,62,0,-122.255,2350.0,6554,5,2,0,1,0,0,0,0,0,0,0,415000.0
1635,4,2.5,7200.0,1.0,0,3,7,1010.0,1010,50,0,-122.201,1620.0,7275,5,1,0,0,0,1,0,0,0,0,0,495000.0
1636,3,2.25,9646.0,1.0,0,2,8,1890.0,0,52,0,-122.299,1580.0,9488,6,2,0,0,0,0,0,0,0,0,0,325000.0
1637,2,1.75,4903.0,1.0,0,2,7,1330.0,0,33,0,-122.161,1470.0,2735,6,1,0,0,0,0,0,1,0,0,0,440000.0
1638,3,1.75,9844.0,1.0,0,2,7,1190.0,300,59,0,-122.297,1840.0,10150,5,2,0,1,0,0,0,0,0,0,0,411000.0
1639,5,3.5,9600.0,2.0,0,2,9,2550.0,1000,20,0,-122.269,2030.0,9600,5,1,0,1,0,0,0,0,0,0,0,806525.0
1640,5,1.75,8996.0,1.0,2,2,7,1020.0,1020,56,0,-122.118,1950.0,8270,5,2,0,0,0,0,1,0,0,0,0,561750.0
1641,4,2.5,12573.0,1.0,0,2,9,2380.0,0,55,0,-122.176,2900.0,10700,5,2,0,0,0,0,0,0,0,1,0,806525.0
1642,3,2.25,9969.0,1.0,0,2,8,1450.0,330,33,0,-122.168,1950.0,7974,5,1,0,0,0,1,0,0,0,0,0,450000.0
